,subject_id,image_name,image_name_2,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T15,T31,T32
1681,15867638,2521127-17-0119.jpg,,A document that contains one question (Q.97),,,,,"system in the Airplane Mechanics schools. They grade by guess. I have heard the instructors admit it. Some of the most deserving fellows get a low grade, while some that don't learn a thing get high marks. Yet when we finish, our future in the Army is decided by our grades.","system in the airplane mechanic school. They grade by guess, I have heard the instructors admit it. Some of the most deserving fellows get a low grade, while some that don't learn a thing get high marks, yet when we finish, our future in the Army is decided by our grades.",,,,,,,,,
1682,15867641,2521127-17-0120.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,Why don't they consider serving the public not a depocity [unclear][/unclear] job where they defer farmers and farm hand?,,,,,,,,,,
1683,15867645,2521127-17-0121.jpg,2521127-17-0122.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['Yes, I have had my fair share of both furloughs and passes']",,['Things are a lot worse'],,"I think that a man with few dependents at home who are not able to do steady enough work to make a living should be out. But I can't even talk to the Officers about such they say that's your hard luck. I think a better exam should be given to the men when they come in, such as ruptured and broken feet bones.","no more, thats important.",,,,,,,,,
1684,15867652,2521127-17-0123.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a lot worse'],,The selective service boards are not fair keeping some at home and sending others under same conditions. I believe there is money involved sometimes. [paragraph] The army doctor sometimes makes a person for a liar never before in civil life have I experienced this they don't listen to a man's idea at all. ,,,,,,,,,,
1685,15867654,2521127-17-0124.jpg,2521127-17-0125.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,The food we get as a whole is lousy. I wouldn't give it to a dog. [paragraph] When I came to this post after I got through with my basic training I waited one whole month before I started school. All that time I did nothing but hang around. I believe I should have gotten a furlough then. I wasn't the only one. There were about 800 others too. There are other cases too in which a soldier is shipped overseas without even getting a furlough. I don't blame him if he goes AWOL. [paragraph] There is no liquor sold in town. I don't think that's right because a soldier likes to get drunk once in a while.,Others too. [paragraph] There are other bases too in which a soldier is shipped overseas without even getting a furlough. I don't blame him if he goes AWOL [absent without leave]. [paragraph] There is no liquor sold in town. I don't think that's right because a soldier likes to get drunk once in a while.,,,,,,,,,
1686,15867660,2521127-17-0126.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,"This field has many restrictions and regulations that are not called for in the least, such as strict dress etc upon leaving field forced chow formations when a soldier doesn't care to eat. In most any army field or air base revialle is a fall out in the mornings for roll call. This field has a 25 min",,,,,,,,,,
1687,15867665,2521127-17-0127.jpg,,A document that contains one question (Q.97),,,,,(Bull session) between noncoms at that time. This field could have better transportation at a more reasonable rate if some action was taken. [paragraph] A special redirection on the students being able to leave the field only on week ends. A soldier likes to get away from his field in a few spare moments accassionally [occasionally] on business [unclear][/unclear] especially when he is staying as a field where it is handy to do so .,(Bull session) between noncoms at that time. This field could have better transportation at a more reasonable rate if some action was taken. A special restriction on the students being able to leave the field only on weekends. A soldier likes to get away from his field in a few spare moments occassionally on business etc. especially when he is staying at a field where it is handy to do so.,,,,,,,,,
1688,15867668,2521127-17-0128.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],They have taken three of my brothers beside myself and that leaves Mother to earn her own living and support my crippled sister. However mother is getting along fairly well and is very proud of all her sons in the service. [written to the right of the answers],I think the boys would like it a lot better if given a few more priveliges. I know I would although I have like the army since the day I was inducted. A furlough would seem pretty good once in a while as I am a long way from home and haven't seen my folks at all since I entered the army. Also the sports program could be enlarged and also the chow improved. Outside of that it is a good life and,,,,,,,,,,
1689,15867673,2521127-17-0129.jpg,,A document that contains one question (Q.97),,,,,I may re-enlist after the war is over. I think it would make a pretty good career.,I may re-enlist after the war is over. I think it would make a pretty good career.,,,,,,,,,
1690,15867677,2521127-17-0130.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)","['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,Passes and Furloughs are very few in most camps. Men in the Service rather go home often enough to keep in good Army morale. Every six months a Soldier should have a furlough.,,,,,,,,,,
