,index,transcriber_tag,expert_tag_1,score_1,expert_tag_2,score_2,expert_tag_3,score_3
858,858,death,food,0.8565129041671753,headquarters,0.8365703821182251,name,0.8264702558517456
1834,1834,judged,rotation,0.8565003871917725,training,0.8441649079322815,rules,0.8386523127555847
1051,1051,eager,aggression,0.8564767241477966,ups,0.8354764580726624,yank,0.8189436197280884
844,844,customs,censorship,0.8564682602882385,conscription,0.8473137021064758,housing,0.8196575045585632
2330,2330,nocivilians,civilians,0.8564370274543762,local civilians,0.8230161666870117,ground personnel,0.7353861927986145
3451,3451,supplyroom,separation centers,0.8564171195030212,training,0.8559679985046387,morale,0.8375809192657471
1888,1888,leaderissues,leadership,0.8564084768295288,morale program,0.8155321478843689,opinions,0.8049619793891907
2864,2864,question,training,0.8563075661659241,name,0.8537991642951965,rules,0.8529524207115173
1148,1148,ethnicity,minorities,0.8562813401222229,morale,0.7882973551750183,opinions,0.7673385739326477
2793,2793,privacy,aggression,0.856266438961029,rules,0.8457494378089905,food,0.8416541814804077
3619,3619,truck,orientation,0.8562189936637878,training,0.8545905351638794,yank,0.8404082655906677
2653,2653,planes,headquarters,0.8562187552452087,opinions,0.8410828709602356,supplies,0.839576780796051
176,176,answers,rules,0.856208324432373,supplies,0.8392803072929382,training,0.8314858675003052
854,854,dating,orientation,0.8561647534370422,rotation,0.8542559146881104,training,0.8297654390335083
2149,2149,misery,enemies,0.8561544418334961,duty,0.834104597568512,food,0.8283952474594116
3113,3113,salesman,soldier deposits,0.8561092019081116,training,0.8475511074066162,rotation,0.8362499475479126
2105,2105,mess,ups,0.8560806512832642,yank,0.8468674421310425,training,0.7969950437545776
2816,2816,program,mission,0.8560720682144165,orientation,0.8406850099563599,training,0.838840663433075
3028,3028,requests,opinions,0.8560521602630615,rules,0.8401368856430054,training,0.8382470011711121
793,793,content,information,0.8559519648551941,opinions,0.8495679497718811,rules,0.8447806239128113
3577,3577,trainingreform,morale program,0.8558773398399353,morale,0.8362811803817749,leadership,0.8260838985443115
3781,3781,wages,morale,0.8557013273239136,job satisfaction,0.8307276368141174,opinions,0.8206784129142761
2539,2539,outsidejob,job turnover,0.8556490540504456,soldier deposits,0.8318573832511902,job preference,0.8084292411804199
3424,3424,studies,training,0.8556126356124878,opinions,0.831279456615448,orientation,0.8166036605834961
3607,3607,trends,attitudes,0.8555697202682495,orientation,0.8454281091690063,rotation,0.8434193730354309
2676,2676,policeforce,military police,0.8554893732070923,service personnel,0.7256677150726318,medical care,0.7113447189331055
2063,2063,mechanic,training,0.8554847836494446,induction,0.834777295589447,orientation,0.8288077116012573
3325,3325,southern,orientation,0.855478823184967,rotation,0.8530398011207581,racial,0.8378115892410278
3224,3224,shippingspace,army insurance,0.855472981929779,business,0.8484277129173279,housing,0.8476316928863525
1306,1306,flighttraining,officer training,0.8554673790931702,job evaluation,0.7750870585441589,training,0.7712153792381287
281,281,assignmentplacement,job evaluation,0.8553836941719055,officer training,0.8256691694259644,limited assignments,0.8194735050201416
1775,1775,investments,housing,0.8553832173347473,training,0.8449841141700745,rotation,0.8302834033966064
183,183,anxious,aggression,0.8553659319877625,brief,0.8257116675376892,headquarters,0.8156417012214661
1122,1122,enthusiastic,ups,0.8553464412689209,rotation,0.8374777436256409,mission,0.8089391589164734
1691,1691,inconsistent,brief,0.8553130626678467,orientation,0.8393444418907166,rules,0.8293968439102173
3535,3535,thrill,aggression,0.8552728295326233,yank,0.8534731268882751,orientation,0.8228708505630493
3708,3708,unrest,censorship,0.8552716970443726,segregation,0.8211547136306763,morale,0.8003400564193726
2740,2740,postwarwork,postwar expectations,0.8552207350730896,postwar opportunities,0.8503154516220093,postwar world,0.8325163722038269
3464,3464,swearing,aggression,0.8551779389381409,rotation,0.8491322994232178,ups,0.8461540937423706
347,347,baselife,base units,0.855101466178894,civilian skills,0.8434908986091614,combat stress,0.8206614255905151
3286,3286,socialplans,civilian skills,0.8550821542739868,morale program,0.8514401316642761,program preferences,0.8335286974906921
74,74,advice,opinions,0.8550814986228943,information,0.8249786496162415,food,0.8191944360733032
773,773,conditions,rules,0.855061411857605,supplies,0.8393270969390869,training,0.8257114887237549
913,913,desire,sex,0.8550359606742859,enemies,0.8095805644989014,food,0.7822477221488953
3558,3558,toughbreak,pacific toughness,0.8549973964691162,gi bill,0.8103556632995605,job turnover,0.8071663975715637
461,461,boring,food,0.8549931049346924,training,0.8308508396148682,rules,0.8290123343467712
3452,3452,support,training,0.8549431562423706,supplies,0.8458872437477112,mission,0.8359237313270569
2455,2455,officercorps,service personnel,0.8548943996429443,enlisted,0.7733383178710938,veterans,0.7699964642524719
809,809,corpsarea,base units,0.854861855506897,forward areas,0.8301442265510559,overseas combat,0.8225614428520203
2474,2474,officials,doctors,0.8548271059989929,women,0.8177525401115417,government,0.7662274241447449
3725,3725,useful,brief,0.8548070788383484,racial,0.847824215888977,supplies,0.8470689654350281
808,808,corporation,business,0.8547113537788391,duty,0.8515742421150208,training,0.8500074148178101
1623,1623,honesty,aggression,0.8546106815338135,efficiency,0.8260794878005981,food,0.814849317073822
3752,3752,veteranlife,civilian skills,0.8545816540718079,veterans,0.8494163155555725,service personnel,0.8101595640182495
3207,3207,settled,ups,0.8545289039611816,rules,0.8419109582901001,rotation,0.8409108519554138
2997,2997,relations,opinions,0.8544334769248962,housing,0.8256215453147888,training,0.8208633065223694
3823,3823,warworker,army living,0.8544254899024963,war bonds,0.8515719175338745,war industries,0.8419652581214905
3848,3848,wedding,headquarters,0.8544010519981384,orientation,0.8478126525878906,training,0.8473865389823914
3818,3818,warthoughts,combat stress,0.8543861508369446,soldier deposits,0.84262615442276,war week,0.8417279720306396
2006,2006,loyalsoldier,soldier deposits,0.854331910610199,fighting facts,0.79411780834198,duty,0.7810183763504028
849,849,danger,enemies,0.8542936444282532,combat stress,0.8096060752868652,mission,0.806911289691925
151,151,americanequipment,german clothing,0.8542426824569702,army insurance,0.7919939160346985,separation centers,0.7843310832977295
614,614,chinese,japanese,0.8542317748069763,german clothing,0.7504486441612244,honolulu,0.7244213223457336
2527,2527,organizations,magazines,0.8541999459266663,publications,0.8307766914367676,veterans,0.8051097393035889
1084,1084,emotion,aggression,0.8541659712791443,fighting facts,0.8296090364456177,food,0.8252955675125122
1872,1872,latepay,job turnover,0.8541194200515747,limited assignments,0.83116614818573,soldier deposits,0.8104500770568848
2794,2794,private,brief,0.8541017770767212,headquarters,0.8233813047409058,training,0.814326286315918
3442,3442,superior,headquarters,0.8540941476821899,orientation,0.848625123500824,racial,0.8299757242202759
2152,2152,misleading,aggression,0.8540776371955872,racial,0.8487335443496704,orientation,0.8458661437034607
2114,2114,midwest,orientation,0.8540337681770325,postwar,0.8382180333137512,rotation,0.8354144096374512
748,748,communism,segregation,0.8540260195732117,postwar expectations,0.8162543773651123,war bonds,0.8158161640167236
1377,1377,friendship,housing,0.8540173768997192,morale,0.8395200371742249,food,0.8305777907371521
1862,1862,lacking,orientation,0.8540172576904297,racial,0.8470049500465393,rotation,0.8418388962745667
2960,2960,recognition,induction,0.853996217250824,orientation,0.8268706798553467,rotation,0.8024300336837769
624,624,citizens,headquarters,0.8539857864379883,veterans,0.8507859706878662,opinions,0.8263291716575623
3559,3559,toughtimes,fighting facts,0.8539312481880188,pacific toughness,0.8168656826019287,postwar opportunities,0.7817455530166626
3469,3469,system,headquarters,0.853918731212616,rules,0.8515242338180542,training,0.8304454684257507
3727,3727,usefulness,efficiency,0.8539055585861206,preparedness,0.837267279624939,job satisfaction,0.804180383682251
232,232,armymed,army living,0.8539026975631714,overseas combat,0.8093923926353455,combat,0.8056560754776001
3157,3157,security,headquarters,0.8538422584533691,training,0.8466007113456726,supplies,0.8444123864173889
413,413,bigger,orientation,0.8538064360618591,rotation,0.8481793403625488,ups,0.8405789732933044
1646,1646,humor,food,0.8538060784339905,name,0.7963364124298096,rules,0.7847514152526855
2715,2715,postarmy,army living,0.8537986278533936,army talks,0.8441110253334045,headquarters,0.8256768584251404
660,660,ckc,wac,0.853758692741394,noncoms,0.7281354665756226,rec centers,0.7169316411018372
479,479,brewingstorm,fighting facts,0.8537478446960449,soldier deposits,0.8388916254043579,postwar opportunities,0.810432493686676
1946,1946,lifeskills,civilian skills,0.8537279963493347,physical fitness,0.8090571761131287,job evaluation,0.783247172832489
192,192,apprentice,training,0.8536181449890137,orientation,0.840552568435669,rotation,0.8282806277275085
195,195,architecture,housing,0.8535528779029846,education,0.8034986257553101,recreation,0.8034953474998474
3875,3875,whitewash,goldbricking,0.8533666133880615,pacific toughness,0.8182138204574585,homefront,0.8148579597473145
2808,2808,problems,evaluation,0.8532896637916565,opinions,0.849858283996582,rules,0.846267580986023
426,426,bitter,brief,0.8532711863517761,headquarters,0.831802487373352,opinions,0.824381947517395
2456,2456,officercriticism,civilian skills,0.8532143831253052,job turnover,0.8528640270233154,morale program,0.8429821729660034
3813,3813,warparticipation,war industries,0.8531903028488159,war bonds,0.8278275728225708,war week,0.7980460524559021
629,629,civilcontrol,censorship,0.8531550168991089,housing,0.8404787182807922,conscription,0.8265010714530945
2179,2179,moneyedman,goldbricking,0.8529680371284485,pacific toughness,0.818754255771637,job turnover,0.798547625541687
1859,1859,labordisagreements,army talks,0.852900505065918,opinions,0.8162317276000977,program preferences,0.8010160326957703
598,598,cheated,aggression,0.852895200252533,duty,0.8429233431816101,yank,0.8379306793212891
1889,1889,leaders,leadership,0.852870762348175,officers,0.8172231912612915,rules,0.8047908544540405
2774,2774,prewar_trends,postwar expectations,0.852772057056427,postwar opportunities,0.8469242453575134,postwar world,0.8010504841804504
3070,3070,reward,discipline,0.8526493310928345,rules,0.850525975227356,name,0.8355175852775574
2524,2524,order,headquarters,0.8526464104652405,orientation,0.8475551009178162,training,0.8454477787017822
547,547,campshelby,headquarters,0.8526435494422913,homefront,0.8489211797714233,training,0.8341131210327148
1841,1841,justpigment,adjustment,0.8526149392127991,aggression,0.843388020992279,food,0.8250679969787598
1721,1721,infantryproblems,combat stress,0.8525775074958801,war bonds,0.8492850065231323,war industries,0.8471071124076843
2851,2851,purposeofthewar,prosecution of the war,0.852512001991272,opinion of allies,0.7940043807029724,base units,0.7277612090110779
456,456,boots,clothing,0.8523605465888977,food,0.8278223872184753,headquarters,0.8129231333732605
1722,1722,inferior,orientation,0.852344274520874,racial,0.839280903339386,ups,0.834164023399353
960,960,disease,censorship,0.8523374199867249,training,0.8148013949394226,opinions,0.8060363531112671
3153,3153,seat,headquarters,0.8523034453392029,job turnover,0.8451849222183228,supplies,0.8372371792793274
3408,3408,stress,combat stress,0.8522722721099854,food,0.8515703082084656,rules,0.8483609557151794
1408,1408,gains,ups,0.8522180914878845,enemies,0.79605633020401,racial,0.7952396273612976
1176,1176,extensions,opinions,0.8521424531936646,evaluation,0.8488597869873047,orientation,0.8460052013397217
942,942,disappointment,aggression,0.8520734906196594,enemies,0.8275268077850342,training,0.8048529028892517
1211,1211,familyman,soldier deposits,0.8520705699920654,gi bill,0.8133229613304138,homefront,0.8081653118133545
2902,2902,racistofficers,blacks,0.8520462512969971,censorship,0.8444109559059143,war bonds,0.8338630795478821
2819,2819,progression,rotation,0.852026641368866,rules,0.8366369605064392,ups,0.8024768233299255
1710,1710,ineffective,postwar,0.8519247174263,racial,0.8494986891746521,rotation,0.8447736501693726
3360,3360,stalehomecoming,aggression,0.8517513275146484,job turnover,0.8375696539878845,pacific toughness,0.8321290016174316
1025,1025,dress,rules,0.8517237305641174,training,0.8431503176689148,ups,0.8422980308532715
3871,3871,whiteprivilege,blacks,0.8516947627067566,segregation,0.841742753982544,war bonds,0.802879810333252
2803,2803,privilegedofficers,fighting facts,0.8516736030578613,soldier deposits,0.8491504192352295,limited assignments,0.8367263078689575
664,664,classsystem,program preferences,0.8515931367874146,transfer account plan,0.8088425993919373,job preference,0.7842760682106018
1302,1302,flexibleplans,program preferences,0.8514997959136963,separation centers,0.8383848667144775,transfer account plan,0.8382689356803894
1215,1215,fancyjobs,limited assignments,0.8514990210533142,combat stress,0.8083223700523376,fighting facts,0.8075286149978638
204,204,army-bands,army insurance,0.8513864278793335,army living,0.8481749296188354,military police,0.84660404920578
1110,1110,enlistedlife,service personnel,0.8513155579566956,officer training,0.7720422148704529,overseas combat,0.7700076103210449
997,997,dodging,fighting facts,0.8512633442878723,soldier deposits,0.800149142742157,training,0.7931139469146729
1666,1666,ignored,rotation,0.8512534499168396,ups,0.8491186499595642,rules,0.8379055857658386
1347,1347,fort,headquarters,0.851187527179718,orientation,0.7933862805366516,training,0.7755244374275208
1969,1969,living,food,0.8511441946029663,training,0.8383752107620239,enemies,0.8121377229690552
