,Zooniverse tag,Expert correspondance,similarity
3818,warthoughts,warbonds,[[0.8022234]]
2877,quickly,brief,[[0.80221105]]
1021,draftees,draft,[[0.8021256]]
1198,fairytale,homefront,[[0.8018569]]
2174,mixingsoldiers,separationcenters,[[0.8018068]]
2761,prepare,training,[[0.801673]]
860,debarkation,prideinoutfit,[[0.80155754]]
2939,reach_for_the_stars,workingwithcivilians,[[0.8014995]]
3355,stable,racial,[[0.8013829]]
1548,hard,sex,[[0.801354]]
2534,outdoors,recreation,[[0.8013481]]
3388,steadyjob,jobpreference,[[0.80128455]]
1282,finishthis,returnees,[[0.8011925]]
1005,donemypart,jobpreference,[[0.8011188]]
390,betterdiscipline,usintheworld,[[0.80111784]]
825,coverpage,moraleprogram,[[0.8011174]]
1444,give,yank,[[0.80110204]]
2955,rearmament,retraining,[[0.8010951]]
284,assistant,servicepersonnel,[[0.80102724]]
688,college,headquarters,[[0.80096006]]
2316,nicehome,heavybombardmentgroups,[[0.8009505]]
2669,poetry,publications,[[0.8008805]]
2088,medics,patientcare,[[0.8008539]]
1214,famous,headquarters,[[0.80083394]]
1388,funds,supplies,[[0.8007932]]
1877,law,business,[[0.8004981]]
2190,moreequality,prideinoutfit,[[0.80044734]]
3647,undisclosed,draft,[[0.80044204]]
3903,womensarmycorps,women,[[0.8003707]]
1252,fepc,reccenters,[[0.8003572]]
679,coaches,doctors,[[0.8003466]]
1924,liar,soldierdeposits,[[0.80017304]]
86,afterleavingarmy,postwarexpections,[[0.8001347]]
862,decency,preparedness,[[0.8000973]]
3612,tropical-diseases,pacifictoughness,[[0.8000635]]
3614,tropical-sickness,pacifictoughness,[[0.8000635]]
3615,tropical-ulcers,pacifictoughness,[[0.8000635]]
3613,tropical-fevers,pacifictoughness,[[0.8000635]]
1782,island,headquarters,[[0.79980093]]
2151,misinformedleadership,prideinoutfit,[[0.7997023]]
1544,happy,aggression,[[0.79969233]]
2196,moremen,warfinformation,[[0.7996687]]
1760,internmentcamp,barracks,[[0.7996274]]
319,back2school,returnees,[[0.799465]]
3487,tasteofhome,jobpreference,[[0.79937476]]
3560,tour,promotions,[[0.7993188]]
2446,oddlyspecific,physicalfitness,[[0.79931563]]
980,dissatisfied,opinions,[[0.79929495]]
402,betterpositions,jobpreference,[[0.79923964]]
1286,firepower,armytalks,[[0.79917216]]
2676,policeforce,militarypolice,[[0.79914063]]
1238,favoritism,postexchanges,[[0.7990873]]
3051,retired,doctors,[[0.79907537]]
553,capable,efficiency,[[0.7988409]]
2691,poorconditions,heavybombardmentgroups,[[0.79876417]]
343,bargain_plea,jobturnover,[[0.7987618]]
1287,firstchoice,returnees,[[0.79869044]]
1602,hollywood,honolulu,[[0.798661]]
2646,pinupgirls,prideinoutfit,[[0.7986001]]
377,benifits,furloughs,[[0.79839176]]
3260,skin-diseases,us-clubs,[[0.798313]]
1127,entrepreneur,servicepersonnel,[[0.79827505]]
685,colby,yank,[[0.79824066]]
1661,idleness,preparedness,[[0.79813623]]
394,betterleave,jobpreference,[[0.79805803]]
292,athletesfoot,doctors,[[0.79804695]]
3367,startafamily,returnees,[[0.7978923]]
885,demean,prideinoutfit,[[0.797838]]
857,deadyoungmen,usintheworld,[[0.7978284]]
2448,off,headquarters,[[0.7978119]]
668,cleanliness,preparedness,[[0.79768604]]
1631,horriblebosses,warweek,[[0.79766303]]
3953,yearly,brief,[[0.79761213]]
2797,privates,ncos,[[0.79749125]]
2788,prisoner,barracks,[[0.79743207]]
2478,old,redcross,[[0.79735523]]
1513,grievance,specialservices,[[0.7973389]]
1514,grievances,specialservices,[[0.7973389]]
954,discouraged,censorship,[[0.79732513]]
2417,notmybranch,usintheworld,[[0.79728097]]
2418,notmyofficer,usintheworld,[[0.79728097]]
2416,notmyamerica,usintheworld,[[0.79728097]]
3631,unassigned,prideinoutfit,[[0.7972493]]
2135,millitaryrank,prideinoutfit,[[0.79679734]]
2134,millitarycode,prideinoutfit,[[0.79679734]]
415,biggovernmentisbad,chilhood,[[0.7967476]]
1067,educator,servicepersonnel,[[0.79669166]]
2693,poorgrade,heavybombardmentgroups,[[0.79667586]]
1898,leavearmy,returnees,[[0.79663986]]
3868,white_supremacy,redcross,[[0.79662114]]
2306,newspapers,media,[[0.79657847]]
1738,insanecrazyfool,livingconditions,[[0.7965616]]
2481,older,orientation,[[0.7965441]]
3731,usinvolvment,usintheworld,[[0.7965264]]
1020,draftee,draft,[[0.7965003]]
1899,leaves,opinions,[[0.79647833]]
2141,minnesota,alaska,[[0.7964338]]
2665,playboys,magazines,[[0.7964204]]
1776,involved,discipline,[[0.79633343]]
406,bettertreatment,jobpreference,[[0.7963098]]
1576,heat,discipline,[[0.7963054]]
2935,ratingsystem,ratings,[[0.79622555]]
2315,nextwar,forwardareas,[[0.7960044]]
567,caretaker,conscription,[[0.79589826]]
1195,fairforall,jobpreference,[[0.7958456]]
3907,workday,jobturnover,[[0.7957607]]
2533,outdoorlife,leisuretime,[[0.79568714]]
1364,fraternity,recreation,[[0.79562634]]
1382,frustation,jobevluation,[[0.7956121]]
1756,international,overseascombat,[[0.79552346]]
1002,domestic,localcivilians,[[0.79548335]]
2961,recommendations,publications,[[0.7954414]]
2541,over,usintheworld,[[0.79541546]]
2271,nepotism,jobevluation,[[0.7953747]]
1793,japs,redcross,[[0.7953228]]
180,antisemitism,chemicalwarfare,[[0.7953098]]
179,antisemetic,chemicalwarfare,[[0.7953098]]
2605,pays,ups,[[0.7952604]]
2375,norank,usintheworld,[[0.7951194]]
1445,giveduerespect,forwardareas,[[0.7950761]]
1847,keepupthegoodwork,returnees,[[0.7950118]]
2810,production,entertainment,[[0.7949555]]
1763,interrupted,brief,[[0.79494727]]
626,city,headquarters,[[0.79476243]]
3904,wonder,yank,[[0.7947603]]
2434,nowars,forwardareas,[[0.7947558]]
1255,field,discipline,[[0.7946062]]
2586,passedover,food,[[0.7945816]]
274,artist,doctors,[[0.7945529]]
1867,landscape,recreation,[[0.7945039]]
2376,noregrets,basenewspapers,[[0.79446816]]
2177,mojave,prideinoutfit,[[0.79440033]]
3261,skincolor,prideinoutfit,[[0.79438907]]
3652,unenjoyable,chilhood,[[0.79420114]]
1339,forests,alaska,[[0.79388016]]
1575,heart,name,[[0.7938502]]
3438,sun-tans,jobturnover,[[0.7938137]]
2348,nointerestinmilitary,usintheworld,[[0.79370224]]
3387,stayorgo,forwardareas,[[0.79370207]]
1058,economics,business,[[0.7932595]]
2115,mightstayin,jobpreference,[[0.7932517]]
2113,mexico,italy,[[0.7930753]]
791,construction,equipment,[[0.79304266]]
1848,khakis,heavybombardmentgroups,[[0.7930146]]
2403,noteinmargin,postwaropportunities,[[0.7928163]]
3910,workflow,patientcare,[[0.7927532]]
555,car,food,[[0.7927488]]
3845,weather,censorship,[[0.79272914]]
32,5dollarwords,heavybombardmentgroups,[[0.79272676]]
617,choose,name,[[0.79269]]
999,dogs,children,[[0.7926386]]
1696,independence,conscription,[[0.79262394]]
2544,overdue,timeoff,[[0.79260933]]
1767,interviews,publications,[[0.7922229]]
2390,norwegian,japanese,[[0.79198086]]
175,anotherwar,warfinformation,[[0.7919384]]
1476,goodpay,jobpreference,[[0.7918065]]
3471,tableoforganization,opinionofallies,[[0.79180586]]
2003,lowryfield,redcross,[[0.7917839]]
2545,overflow,dischargees,[[0.791667]]
1516,gripes,prideinoutfit,[[0.791499]]
3291,sodas,food,[[0.79136145]]
3958,youngmenfight,blacks,[[0.7912631]]
1469,goodguy,heavybombardmentgroups,[[0.7912127]]
2631,phsycialexam,comabtflying,[[0.79120564]]
2277,new,discipline,[[0.7910937]]
3874,whitesupremacy,redcross,[[0.7910451]]
1257,fieldmanuevers,servicepersonnel,[[0.7910422]]
2690,poor,adjustment,[[0.79087734]]
3544,together,workingwithcivilians,[[0.79076326]]
3488,taxationistheft,specialservices,[[0.7907185]]
1414,generalmarshall,armyinsurance,[[0.7906972]]
1731,injured,enlisted,[[0.7905355]]
2593,patrickhenry,billeting,[[0.79043293]]
2666,please,jobpreference,[[0.79033494]]
676,clubs,doctors,[[0.7902744]]
3017,replace,discipline,[[0.7901366]]
197,argentina,italy,[[0.7900382]]
3940,writehome,leadershi,[[0.7899503]]
2243,nature,company,[[0.7899102]]
3468,sympathy,aggression,[[0.789709]]
2785,print,localcivilians,[[0.78970873]]
2711,post-war,postexchanges,[[0.78956723]]
2712,post-warjob,postexchanges,[[0.78956723]]
730,commendation,decorations,[[0.78952396]]
3377,stationing,retraining,[[0.78942037]]
1844,keepmeposted,returnees,[[0.78932214]]
1843,keepmehome,returnees,[[0.78932214]]
1607,homecoming,leisuretime,[[0.7892467]]
3381,stayarmy,forwardareas,[[0.78920484]]
2136,milnebay,baseunits,[[0.7890936]]
1651,husband,orientation,[[0.789056]]
5,17months,orientation,[[0.7890482]]
1868,language,germanclothing,[[0.78904617]]
2637,physicalstrain,physicalfitness,[[0.7889652]]
3623,truedemocracy,soldierdeposits,[[0.788912]]
2947,readytogetout,usintheworld,[[0.7888549]]
2946,readytodie,usintheworld,[[0.7888549]]
2167,missused,returnees,[[0.7885838]]
1426,getbackourjobs,livetalen,[[0.7885064]]
1103,england,italy,[[0.788352]]
1345,formeroccupation,currentevents,[[0.7883449]]
910,desertion,conscription,[[0.7883339]]
401,betterplace,jobpreference,[[0.7883047]]
404,bettertesting,jobpreference,[[0.78820646]]
1358,fouryearsexperience,lengthofservice,[[0.78817576]]
3352,sports,education,[[0.7881671]]
3122,samerights,usintheworld,[[0.7880665]]
2400,notdoingjobtrainedfor,usintheworld,[[0.78805953]]
1668,illiteracy,postexchanges,[[0.788043]]
1669,illiterate,postexchanges,[[0.788043]]
3426,stupidofficers,soldierdeposits,[[0.787936]]
181,antiwar,postwarworld,[[0.78781044]]
1502,greatbritain,heavybombardmentgroups,[[0.78777945]]
3173,selfless,livingconditions,[[0.7877731]]
3174,selflessservice,livingconditions,[[0.7877731]]
99,agriculture,education,[[0.7877032]]
2110,metallurgy,chemicalwarfare,[[0.7875547]]
1733,injury,censorship,[[0.7875483]]
509,budget,draft,[[0.7872833]]
2166,misspellingsleftin,returnees,[[0.78717077]]
2538,outofduty,forwardareas,[[0.7868347]]
3395,stipend,reccenters,[[0.7868274]]
1769,introvert,postexchanges,[[0.78680694]]
2326,nobigguns,furloughs,[[0.78674287]]
1417,gentlemen,headquarters,[[0.786548]]
557,card,mission,[[0.78647715]]
1448,givewhatyouget,enemyatrocities,[[0.78641975]]
1416,gentleman,soldierdeposits,[[0.7864088]]
2341,nogoals,yank,[[0.7863977]]
2154,misogyny,censorship,[[0.7862153]]
1074,eightmonths,lengthofservice,[[0.7860907]]
975,disqualified,promotion,[[0.78596735]]
25,3months,orientation,[[0.7858173]]
3132,satisfied,aggression,[[0.7857297]]
2813,profanity,prideinoutfit,[[0.7856851]]
2067,medal,mission,[[0.78557277]]
1737,innoculation,redeployment,[[0.7855085]]
735,commision,officertraining,[[0.78545094]]
2488,onceasoldieralwaysasoldier,usintheworld,[[0.78543836]]
3515,thatcivilianlife,usintheworld,[[0.7853522]]
3276,snafu,reassignment,[[0.78530246]]
2625,philandering,prideinoutfit,[[0.78518635]]
2651,places,food,[[0.78517187]]
3465,sweet,aggression,[[0.7851152]]
1097,engaged,enlisted,[[0.78509516]]
2232,musterout,timeoff,[[0.7850291]]
2233,musteroutpay,timeoff,[[0.7850291]]
451,bonus,promotion,[[0.7849632]]
1983,long,brief,[[0.7848673]]
604,chemist,chemicalwarfare,[[0.78479034]]
536,callforchange,workingwithcivilians,[[0.78478503]]
3498,technicalschool,medicaldispensaries,[[0.784487]]
826,cowardice,preparedness,[[0.78434616]]
686,cold,aggression,[[0.7843443]]
3828,wasted,soldierdeposits,[[0.78434265]]
3790,wanttogoback,usintheworld,[[0.78428596]]
3361,stalin,postwar,[[0.7842688]]
1250,feelsgood,confidenceinship,[[0.7842535]]
18,30days,jobturnover,[[0.7842522]]
19,30daywonder,jobturnover,[[0.7842522]]
3628,typo,strategicbombing,[[0.784165]]
2790,prisoners_of_war,soldierdeposits,[[0.7840729]]
3365,stars,doctors,[[0.7839495]]
2372,nopolitics,jobpreference,[[0.78384614]]
2296,newnormal,reccenters,[[0.7837503]]
2848,purpleheart,starsandstripes,[[0.7835524]]
1551,hardships,food,[[0.7834208]]
2681,polish,japanese,[[0.7831329]]
3789,wantstoleave,usintheworld,[[0.7830069]]
2112,mexican,germanclothing,[[0.78291804]]
70,advances,promotion,[[0.78286445]]
1139,era,age,[[0.7827819]]
1565,hatethearmy,confidenceintroops,[[0.78274214]]
3678,unify,redeployment,[[0.7827325]]
3594,travel,publications,[[0.78238344]]
3178,sendmehome,returnees,[[0.7823551]]
3177,sendme,returnees,[[0.7823551]]
901,deployments,dischargees,[[0.7823261]]
662,clarvoyant,furloughs,[[0.7822459]]
3831,wasteful,prideinoutfit,[[0.7822303]]
313,awol,armytalks,[[0.7821656]]
3075,riflemen,infantry,[[0.78207874]]
1145,established,headquarters,[[0.782059]]
1959,lithographer,orientation,[[0.781963]]
2040,manual,limitedassignments,[[0.7819581]]
3715,unwavering,livingconditions,[[0.7819227]]
593,changes,doctors,[[0.7818953]]
2492,onedream,forwardareas,[[0.7818866]]
1588,hewilldogreatastheeconomywasbooming,usintheworld,[[0.7818749]]
2053,marriedman,maritalstatus,[[0.78185487]]
2630,photography,media,[[0.78183335]]
532,cadre,officertraining,[[0.78179336]]
2624,pessimistic,prideinoutfit,[[0.7817358]]
2695,poorleadership,jobpreference,[[0.7817152]]
1481,goodson,warnews,[[0.78171355]]
1627,hope,name,[[0.7816308]]
2636,physicals,medicaldispensaries,[[0.7815558]]
1723,inferioritycomplex,separationcenters,[[0.78125054]]
1703,individual,discipline,[[0.7812426]]
1365,fratricide,reccenters,[[0.78099436]]
3050,retire,discipline,[[0.78075445]]
669,clerking,servicepersonnel,[[0.7806029]]
8,1stsergeant,personalservices,[[0.7805631]]
2297,newofficers,reccenters,[[0.7805011]]
1396,future,postwarexpections,[[0.7804361]]
2394,not_worried,usintheworld,[[0.7804123]]
2776,prewarjobs,postwarexpections,[[0.7802881]]
2778,prewarplans,postwarexpections,[[0.7802881]]
2779,prewarsalary,postwarexpections,[[0.7802881]]
2777,prewarlife,postwarexpections,[[0.7802881]]
2774,prewar_trends,postwarexpections,[[0.7802881]]
2775,prewar,postwarexpections,[[0.7802881]]
2447,off-duty,jobturnover,[[0.780237]]
400,betterpay,jobpreference,[[0.7799487]]
2366,nopasses,homefront,[[0.77989733]]
698,columnacolumnb,sectioncief,[[0.77988374]]
2450,offensive,infantry,[[0.77968895]]
1540,handwashing,dentalcare,[[0.77953434]]
3839,waterproof,preparedness,[[0.779445]]
2007,lumberjack,servicepersonnel,[[0.77941155]]
1929,lieutenants,infantry,[[0.7792905]]
1471,goodjobs,heavybombardmentgroups,[[0.7792792]]
1470,goodjob,heavybombardmentgroups,[[0.7792792]]
2339,nofun,jobpreference,[[0.7792491]]
1295,fivemonths,timeoff,[[0.77920467]]
3150,scott_field,jobevluation,[[0.77913254]]
898,dependents,confidenceinship,[[0.77911687]]
3579,trains,magazines,[[0.77897006]]
1996,love,sex,[[0.77886575]]
514,bullgang,redistributionstations,[[0.7788359]]
1802,jingoistic,chilhood,[[0.77881056]]
10,22months,orientation,[[0.77879447]]
2596,patriotism,preparedness,[[0.77877486]]
1679,improvements,efficiency,[[0.7785714]]
2293,newman,orientation,[[0.77856827]]
2987,regualtions,entalhealth,[[0.7785487]]
2764,prescitation,reccenters,[[0.77853316]]
1528,guide,headquarters,[[0.7785132]]
1698,india-burma,overseascombat,[[0.7783455]]
318,bachelor,discharge,[[0.778339]]
3154,secondamendment,orientation,[[0.77826655]]
186,anythings_possible,usintheworld,[[0.77800834]]
3495,team,mission,[[0.77793616]]
287,astp,transferaccountplan,[[0.77789295]]
991,division,headquarters,[[0.7777573]]
1577,hell,sex,[[0.7777372]]
2575,paratrooper,armyliving,[[0.77773476]]
2576,paratroopers,armyliving,[[0.77773476]]
2374,noprospects,jobpreference,[[0.77754164]]
1653,hypocrisy,postexchanges,[[0.77753127]]
1014,doyourpart,usintheworld,[[0.777429]]
981,dissatisified,prideinoutfit,[[0.77729243]]
606,chevrons,chemicalwarfare,[[0.77727544]]
371,believeme,leadershi,[[0.7771708]]
2321,nisei,chilhood,[[0.7771149]]
2414,notlikehome,usintheworld,[[0.7768467]]
2384,noroom,furloughs,[[0.776758]]
503,browning_automatic_rifle,warnews,[[0.77670956]]
28,4thtankgroup,orientation,[[0.7766151]]
3048,retainment,separationcenters,[[0.77655053]]
2885,race,discipline,[[0.77633506]]
625,citizenship,conscription,[[0.77607983]]
2010,machanistsoldier,chilhood,[[0.7759131]]
959,discrmanational,reccenters,[[0.7757684]]
1916,lenient,preparedness,[[0.7757554]]
2318,night,food,[[0.7757267]]
93,agegroup,age,[[0.7756696]]
388,betterconditions,livingconditions,[[0.77565706]]
956,discrepancies,reccenters,[[0.7754628]]
2493,onefight,aggression,[[0.77546]]
1690,incomplete,discipline,[[0.775453]]
2579,part-time,sectioncief,[[0.77545255]]
1556,hardworking,preparedness,[[0.7754214]]
511,build,discipline,[[0.775386]]
2411,nothing,sex,[[0.77528554]]
627,civil,foreignpolicy,[[0.775262]]
3610,troopships,supplies,[[0.7751875]]
2888,races,shows,[[0.775036]]
3124,san_francisco_conference,jobevluation,[[0.7749884]]
79,afn,reccenters,[[0.7749692]]
3551,toolong,basenewspapers,[[0.77494353]]
2368,nopeace,jobpreference,[[0.7746903]]
1554,hardwork,morale,[[0.7745205]]
1555,hardworker,morale,[[0.7745205]]
3960,youth,children,[[0.7744281]]
3246,singer,doctors,[[0.7743467]]
1367,freedom,efficiency,[[0.77431977]]
3052,retirement,doctors,[[0.77429307]]
822,court-martials,hospitalfacilities,[[0.7742717]]
821,court-martial,hospitalfacilities,[[0.7742717]]
2582,parties,opinions,[[0.7739899]]
1221,farmers,children,[[0.77398586]]
672,close-by,forwardareas,[[0.77393836]]
2689,pond,recreation,[[0.77389544]]
1303,flight,company,[[0.773871]]
2367,nopatience,jobpreference,[[0.7738601]]
2613,pension,discharge,[[0.77370936]]
94,ageism,postwarworld,[[0.7736688]]
2927,rankings,discipline,[[0.7733792]]
2412,nothingtosay,usintheworld,[[0.77333415]]
364,beefstew,jobturnover,[[0.77330065]]
27,4plusyears,reccenters,[[0.773063]]
517,burma,alaska,[[0.77277994]]
1732,injuredsoldier,civilianskills,[[0.7726629]]
3107,saddened,soldierdeposits,[[0.7725563]]
2852,putthecampsintowns,usintheworld,[[0.7723851]]
3566,trades,draft,[[0.7723694]]
2497,oneyear,forwardareas,[[0.77218235]]
2855,q49,cbiroundup,[[0.771825]]
3027,requestfordischarge,redcross,[[0.7717948]]
3506,telephone,food,[[0.77174234]]
3008,religious,recreation,[[0.77170557]]
2482,oldersolider,soldierdeposits,[[0.7716747]]
798,contribute,orientation,[[0.7716667]]
1063,educated,discharge,[[0.77157694]]
2187,more,sex,[[0.7714638]]
379,best-friends,specialservices,[[0.77133083]]
1508,greatsurvey,heavybombardmentgroups,[[0.77128386]]
339,baloney,redcross,[[0.77111053]]
3936,worthwhile,savings,[[0.77072346]]
3938,wounded,enlisted,[[0.7707201]]
2589,past_time,name,[[0.77071846]]
3865,whenwillitend,jobpreference,[[0.77055836]]
3866,whenwillthewarbeover,jobpreference,[[0.77055836]]
937,disable,retraining,[[0.770454]]
3383,stayinarmy,returnees,[[0.7703054]]
2069,medals,men,[[0.7703018]]
3180,seniority,preparedness,[[0.770232]]
1181,eyesight,clothing,[[0.77003896]]
447,bombardier,orientation,[[0.76999664]]
425,bitchsheet,heavybombardmentgroups,[[0.7699134]]
3505,tedious,brief,[[0.76979816]]
1174,express,limitedassignments,[[0.76949453]]
1378,frontline,forwardareas,[[0.76948947]]
3248,singlebutnotforlong,limitedassignments,[[0.7694843]]
3939,woundedsoldiers,enemyvindictiveness,[[0.7692981]]
7,1lt,1in10rations,[[0.7692406]]
3112,salesgirls,patientcare,[[0.7692399]]
37,8hours,lengthofservice,[[0.76923454]]
1962,littletosay,usintheworld,[[0.7691935]]
1535,hairstylist,dentalcare,[[0.7691709]]
2614,perfectsoldier,jobpreference,[[0.7691144]]
1649,hurryupandwait,timeoff,[[0.76906776]]
382,besttime,leisuretime,[[0.76882946]]
3957,young,headquarters,[[0.76879215]]
3294,soldering,separationcenters,[[0.7687553]]
3534,threedaypass,timeoff,[[0.768692]]
1939,lifeisgood,reccenters,[[0.7686653]]
3373,states,allies,[[0.76851547]]
619,chow,orientation,[[0.76848656]]
465,boy_scout_tactics,soldierdeposits,[[0.76842654]]
1254,fevers,hospitalization,[[0.76830244]]
398,betterofficers,usintheworld,[[0.76820683]]
2895,racialequality,germanradio,[[0.7680733]]
1705,inductees,reccenters,[[0.7678589]]
17,2ndlieutenants,orientation,[[0.76779723]]
3710,unsatsfied,reccenters,[[0.76761055]]
3709,unsatisfied,reccenters,[[0.76761055]]
2581,participation,discipline,[[0.76759005]]
12,24months,orientation,[[0.76752794]]
1768,intriguearmy,preparedness,[[0.76744795]]
2892,racial-segregation,militarypolice,[[0.7674073]]
2891,racial-prejudice,militarypolice,[[0.7674073]]
2890,racial-discrimination,militarypolice,[[0.7674073]]
3699,unorganized,noncoms,[[0.7673572]]
2300,newrelationships,reccenters,[[0.7672241]]
907,desegregatethemilitary,redeployment,[[0.7671653]]
908,desegregation,redeployment,[[0.7671653]]
3073,rheumatism,reassignment,[[0.767107]]
3900,woke,headquarters,[[0.76700413]]
1715,inequality,efficiency,[[0.76695323]]
64,adj,postexchanges,[[0.7668672]]
296,attendance,headquarters,[[0.7666583]]
2933,rating,opinions,[[0.7666477]]
1483,goodtobehome,usintheworld,[[0.76638]]
3700,unpleased,noncoms,[[0.7663733]]
1992,loopholes,timeoff,[[0.7663643]]
877,deferment,reccenters,[[0.7662896]]
2,15days,jobturnover,[[0.7660511]]
1704,individualism,preparedness,[[0.76599175]]
2706,portuguese,japanese,[[0.7659514]]
1285,firefighter,servicepersonnel,[[0.7658915]]
9,1year,orientation,[[0.765859]]
2325,noballgame,heavybombardmentgroups,[[0.7657436]]
45,aberdeen,honolulu,[[0.76574033]]
1064,educatioin,reccenters,[[0.7654098]]
3142,schedule,promotion,[[0.7653281]]
4,17hours,orientation,[[0.76530933]]
3627,twoyears,heavybombardmentgroups,[[0.765297]]
1878,lawmakers,officers,[[0.7651787]]
2648,pisspoor,prideinoutfit,[[0.76514035]]
971,dispatcher,servicepersonnel,[[0.7651247]]
3149,score,rules,[[0.76504254]]
3852,weekends,leisuretime,[[0.76498497]]
3887,winning,orientation,[[0.76493347]]
559,career,name,[[0.7647444]]
115,airlines,headquarters,[[0.76471865]]
1043,duration,mission,[[0.7645711]]
1457,god,sex,[[0.76453674]]
1379,frontlines,forwardareas,[[0.7644341]]
2800,privations,retraining,[[0.7643781]]
797,contractor,equipment,[[0.76429194]]
2873,questionnaires,evaluation,[[0.76409423]]
2872,questionnaire,evaluation,[[0.76409423]]
930,difficulty,discipline,[[0.7636182]]
22,30yearsold,orientation,[[0.7634996]]
20,30yearolds,orientation,[[0.7634996]]
21,30years,orientation,[[0.7634996]]
2153,mismanagement,duty,[[0.7633907]]
3650,unemployed,veterans,[[0.7633338]]
3444,superpowers,heavybombardmentgroups,[[0.76326525]]
26,44threservecorp,reccenters,[[0.7629839]]
873,defend,orientation,[[0.7629124]]
3189,sergeant,officers,[[0.76230705]]
2327,nochance,jobpreference,[[0.76229584]]
3717,update,promotion,[[0.7622065]]
2261,negative,opinions,[[0.76161736]]
2840,psychology,business,[[0.7615056]]
1788,iwanttotravelmoreoften,furloughs,[[0.7614148]]
3687,unitedstatesmilitary,chemicalwarfare,[[0.7614088]]
3686,unitedstates,chemicalwarfare,[[0.7614088]]
35,6thgrade,orientation,[[0.7613826]]
2936,rationing,censorship,[[0.76123524]]
671,cliques,confidenceintroops,[[0.7610652]]
290,athletes-foot,women,[[0.761001]]
391,betterfuture,jobpreference,[[0.76095134]]
2622,personnel,doctors,[[0.7608723]]
828,crack-pots,jobturnover,[[0.7608711]]
1783,islands,alaska,[[0.76086247]]
1168,expedition,mission,[[0.76075256]]
2983,region,sectioncief,[[0.7606281]]
1038,drunkenness,preparedness,[[0.7605715]]
3497,technical,discipline,[[0.76054406]]
2343,nohell,yank,[[0.7605195]]
3707,unreadable,noncoms,[[0.7605018]]
3032,resentful,prideinoutfit,[[0.7604693]]
3245,singalcorps,malary,[[0.7602782]]
323,bad,heavybombardmentgroups,[[0.7602779]]
3626,twofrontwar,forwardareas,[[0.7602558]]
2710,positivity,dispensaries,[[0.76015794]]
3693,unknown,localcivilians,[[0.75993794]]
1900,leavethearmy,returnees,[[0.7598775]]
3439,sunday,food,[[0.75985205]]
3040,respectfully,brief,[[0.7596807]]
3332,southseas,alaska,[[0.7596689]]
3694,unknownactions,limitedassignments,[[0.7594501]]
1077,electrician,servicepersonnel,[[0.75923055]]
2943,readjustment,forwardareas,[[0.7590828]]
2942,readjust,forwardareas,[[0.7590828]]
2812,profane,prideinoutfit,[[0.7590194]]
3782,waiting,workingwithcivilians,[[0.75887483]]
755,competency,preparedness,[[0.75881696]]
1091,ends,rest,[[0.7584808]]
2016,mail,food,[[0.7583765]]
288,atc,wac,[[0.7582795]]
620,christianity,censorship,[[0.7581775]]
2171,misused,retraining,[[0.7580807]]
268,arrangements,equipment,[[0.7580795]]
1539,handshaking,jobsatisfaction,[[0.7578775]]
2337,nofight,heavybombardmentgroups,[[0.7576451]]
3119,same,name,[[0.75762284]]
1090,endofwar,name,[[0.75759196]]
3103,s-106h,pxs,[[0.7573974]]
3101,s-106,pxs,[[0.7573974]]
3102,s-106eto,pxs,[[0.7573974]]
185,anythingcanhappen,usintheworld,[[0.75725245]]
2903,rackets,equipment,[[0.7570238]]
346,baseball,education,[[0.75700843]]
3876,whoknows,usintheworld,[[0.75691235]]
1076,elections,censorship,[[0.75665283]]
1453,goaloriented,pointsystem,[[0.7559214]]
2516,oppourtuntes,orientation,[[0.75591576]]
2486,oldmen,blacks,[[0.7559089]]
1785,isolationist,enemyvindictiveness,[[0.75585204]]
3096,run,yank,[[0.7555274]]
2176,mogulwarrior,servicepersonnel,[[0.75541735]]
1034,drivers,men,[[0.7553874]]
670,climate,orientation,[[0.7553805]]
3860,westpoint,redcross,[[0.755281]]
1597,highschool,jobsatisfaction,[[0.75509167]]
3735,v-eday,pxs,[[0.75495166]]
1129,equal,blacks,[[0.7547137]]
2172,misuseofpower,retraining,[[0.7545526]]
853,date,name,[[0.7545318]]
3187,seperate,transferaccountplan,[[0.7545225]]
3188,seperateuniforms,transferaccountplan,[[0.7545225]]
29,4yearsor35,orientation,[[0.75445557]]
3658,unequaltimeoff,minorities,[[0.7543673]]
3655,unequaljustice,minorities,[[0.7543673]]
3656,unequalpay,minorities,[[0.7543673]]
3657,unequalrations,minorities,[[0.7543673]]
3654,unequality,minorities,[[0.7543673]]
3659,unequaltreatment,minorities,[[0.7543673]]
3653,unequal,minorities,[[0.7543673]]
1165,exfarmer,inducationm,[[0.7540658]]
2503,openarms,strategicbombing,[[0.7531203]]
1885,lead,rest,[[0.75275457]]
2432,notwelcome,usintheworld,[[0.75272334]]
3547,too_old_to_fight,usintheworld,[[0.75264186]]
3952,xmas,ncos,[[0.75259143]]
1465,good_things_in_life,workingwithcivilians,[[0.75229514]]
3663,unfairness,censorship,[[0.7519803]]
843,cussing,workingwithcivilians,[[0.7519394]]
1995,lousychow,jobturnover,[[0.75187767]]
3093,rudness,jobevluation,[[0.7516123]]
1974,loan,draft,[[0.75151616]]
2569,pansy,prideinoutfit,[[0.75097287]]
1340,forever,food,[[0.7509527]]
3532,thirtyfive,physicalfitness,[[0.7507329]]
